So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH
03000402,6.80,5.75,7.20,,,,,4.25,7.50,9.50,7.08
03000403,8.20,7.25,7.80,4.50,4.25,4.75,4.50,,,,
03000404,8.60,5.50,7.80,6.75,7.50,7.50,7.25,,,,
03000405,8.00,8.25,9.60,,,,,8.00,7.00,9.00,8.00
03000406,7.40,5.75,3.00,5.25,7.00,6.75,6.33,,,,
03000407,5.00,5.25,,,,,,2.25,5.50,,
03000408,6.80,7.00,7.40,7.50,3.75,4.75,5.33,,,,
03000409,3.00,1.50,,,,,,2.75,4.50,,
03000410,5.00,4.50,,,,,,3.50,5.00,,
03000411,8.80,6.25,5.00,7.25,6.75,4.00,6.00,,,,
03000412,8.00,,,,6.00,7.00,,,,,
03000413,7.20,5.25,4.00,5.25,5.50,3.75,4.83,,,,
03000414,5.00,2.25,,,,,,2.00,6.00,,
03000415,8.00,6.25,6.40,5.75,6.00,5.00,5.58,,,,
03000416,6.00,4.00,,,,,,4.00,6.00,,
03000417,5.60,6.50,4.40,,,,,4.75,6.75,8.00,6.50
03000418,7.00,6.25,6.60,,,,,4.75,6.25,8.75,6.58
03000419,8.60,4.50,8.80,6.50,7.75,5.25,6.50,,,,
03000420,7.80,5.75,3.60,,,,,5.75,8.50,9.50,7.92
03000421,7.80,6.00,3.00,6.50,6.50,4.50,5.83,,,,
03000422,4.40,4.25,,,,,,2.75,5.50,,
03000423,7.80,6.00,6.00,,,,,5.75,6.25,9.25,7.08
03000424,6.40,4.50,4.00,,,,,3.50,5.75,8.00,5.75
03000425,3.40,3.75,,,,,,1.75,4.25,,
03000426,5.60,6.25,4.00,3.25,4.00,4.50,3.92,,,,
03000427,6.80,6.00,6.60,,,,,7.25,7.75,9.25,8.08
03000428,7.40,6.00,5.20,6.75,7.00,4.75,6.17,,,,
03000429,7.80,5.00,2.60,6.00,7.00,3.00,5.33,,,,
03000430,6.80,8.00,6.40,,,,,5.00,6.50,9.00,6.83
03000431,8.00,8.50,6.60,,,,,8.50,6.50,7.75,7.58
03000432,6.20,7.25,3.40,,,,,3.00,6.75,6.25,5.33
03000433,5.20,,,5.75,5.50,,,,,,
03000434,7.40,6.50,3.80,,,,,4.25,6.00,8.75,6.33
03000435,5.20,5.25,,,,,,3.25,5.50,,
03000436,8.00,7.25,5.00,,,,,4.00,6.00,8.50,6.17
03000437,7.00,4.50,,,,,,4.50,7.50,,
03000438,8.20,5.50,4.00,7.25,6.00,4.75,6.00,,,,
03000439,6.60,7.25,7.60,,,,,3.75,5.50,8.50,5.92
03000440,6.80,6.00,6.20,,,,,3.75,6.00,8.00,5.92
03000441,2.80,5.50,3.00,,,,,5.00,5.25,7.50,5.92
03000442,6.00,6.75,5.80,,,,,6.75,5.75,9.00,7.17
03000443,7.60,6.25,6.80,5.00,3.25,4.50,4.25,,,,
03000444,7.20,5.75,7.00,8.00,6.75,4.50,6.42,,,,
03000445,7.40,7.00,6.20,,,,,4.75,6.75,9.25,6.92
03000446,7.00,7.25,7.00,,,,,4.75,7.00,9.00,6.92
03000447,8.40,5.00,9.40,8.25,5.00,5.75,6.33,,,,
03000448,7.60,7.50,7.60,,,,,5.75,7.25,8.50,7.17
03000449,6.80,6.25,8.20,,,,,5.00,6.50,8.50,6.67
03000450,7.20,7.50,6.80,,,,,5.25,5.75,8.75,6.58
03000451,4.60,5.00,,,,,,3.25,6.25,,
03000452,5.20,4.75,3.80,,,,,4.25,6.00,8.50,6.25
03000453,7.80,5.75,7.20,,,,,5.25,5.75,8.75,6.58
03000454,6.80,4.25,3.00,6.75,5.00,3.00,4.92,,,,
03000455,6.80,4.25,,,,,,3.50,7.25,,
03000456,5.20,4.25,3.40,,,,,3.75,5.00,7.00,5.25
03000457,4.60,3.00,,,,,,3.25,4.75,,
03000458,7.80,6.25,9.20,6.75,5.75,5.75,6.08,,,,
03000459,3.00,2.50,,,,,,2.25,5.00,,
03000460,4.80,4.25,,,,,,3.00,6.25,,
03000461,7.40,,,7.50,5.75,,,,,,
03000462,6.60,7.00,2.80,5.25,4.75,3.75,4.58,,,,
03000463,7.00,6.00,,,,,,7.00,8.00,8.50,7.83
03000464,7.40,6.50,2.80,5.75,6.50,3.75,5.33,,,,
03000465,9.60,6.50,5.80,9.00,7.50,4.50,7.00,,,,
03000466,7.00,6.25,5.60,7.50,3.25,3.75,4.83,,,,
03000467,8.00,4.00,5.80,6.25,1.25,1.75,3.08,,,,
03000468,3.40,3.50,,,,,,1.75,6.25,,
03000469,8.00,6.00,7.20,6.75,8.00,5.50,6.75,,,,
03000470,8.40,4.25,4.80,7.00,7.50,3.50,6.00,,,,
03000471,8.40,5.75,9.00,5.25,4.25,4.75,4.75,,,,
03000472,4.60,4.75,3.40,,,,,4.75,5.50,6.50,5.58
03000473,5.20,4.50,3.00,,,,,4.50,6.25,8.00,6.25
03000474,6.80,6.75,8.20,,,,,,,,
03000475,6.00,4.00,,,,,,2.75,5.50,,
03000476,4.60,6.00,4.20,,,,,4.00,7.00,7.25,6.08
03000477,5.20,4.00,,,,,,2.50,4.75,,
03000478,6.80,4.50,3.00,,,,,3.00,7.50,9.25,6.58
03000479,3.20,2.50,,,,,,2.00,5.00,,
03000480,4.20,3.50,,,,,,2.00,4.25,,
03000481,4.40,3.50,,,,,,3.50,4.25,,
03000482,2.60,1.50,,,,,,2.75,2.75,,
03000483,6.40,3.25,3.80,,,,,3.25,5.50,7.50,5.42
03000484,6.00,7.00,4.80,,,,,3.00,6.50,8.25,5.92
03000485,8.80,,,8.25,9.00,4.75,7.33,,,,
03000486,7.00,8.25,8.80,,,,,8.25,7.25,9.25,8.25
03000487,7.40,7.75,7.60,,,,,5.00,6.50,9.25,6.92
03000488,6.80,8.00,,,,,,4.75,7.50,7.00,6.42
03000489,7.60,6.25,5.80,6.75,3.75,4.50,5.00,,,,
03000490,5.80,7.25,5.00,,,,,4.25,7.50,8.25,6.67
03000491,8.00,,,,7.75,7.25,,,,,
03000492,6.20,6.25,3.40,,,,,7.50,7.75,8.50,7.92
03000493,6.60,7.00,8.20,,,,,6.00,7.25,8.75,7.33
03000494,6.60,6.50,4.80,,,,,3.00,6.25,8.50,5.92
03000495,6.80,6.75,6.40,,,,,6.75,6.75,9.25,7.58
03000496,8.00,8.00,5.60,,,,,4.50,7.50,9.00,7.00
03000497,7.80,4.75,3.00,7.75,5.50,4.75,6.00,,,,
03000498,5.00,5.50,6.00,,,,,6.00,6.50,8.50,7.00
03000499,6.60,6.50,3.20,,,,,3.75,5.75,9.50,6.33
03000500,6.60,7.25,5.20,,,,,5.50,5.75,7.50,6.25
03000501,6.40,5.75,4.20,,,,,4.50,5.75,8.75,6.33
03000502,6.20,5.25,2.60,,,,,2.75,6.00,7.25,5.33
03000503,8.00,6.00,7.20,,,,,4.75,5.75,9.00,6.50
03000504,7.60,6.75,5.20,7.50,7.25,5.50,6.75,,,,
03000505,7.40,7.25,6.80,,,,,5.00,7.25,9.25,7.17
03000506,6.80,5.50,5.00,6.25,5.50,3.50,5.08,,,,
03000507,7.00,6.00,3.00,5.50,4.50,3.25,4.42,,,,
03000508,4.60,5.00,6.20,,,,,4.75,6.25,7.50,6.17
03000509,6.00,5.25,3.80,,,,,4.00,6.50,7.50,6.00
03000510,5.40,3.50,,,,,,3.25,5.00,,
03000511,7.60,6.00,7.60,,,,,4.50,8.00,8.50,7.00
03000512,8.20,6.75,3.80,6.75,5.50,3.75,5.33,,,,
03000513,7.60,6.75,5.40,,,,,7.25,6.50,8.50,7.42
03000514,5.40,3.75,,,,,,3.75,6.50,,
03000515,4.60,4.75,,,,,,2.25,4.50,,
03000516,4.20,2.50,,,,,,2.75,5.50,,
03000517,7.20,5.50,2.60,5.25,6.00,5.25,5.50,,,,
03000518,3.60,4.00,,,,,,3.75,3.25,,
03000519,3.60,4.00,,,,,,2.75,3.75,,
03000520,8.60,3.25,4.20,7.50,7.75,4.75,6.67,,,,
03000521,7.40,5.75,5.40,6.50,6.25,3.50,5.42,,,,
03000522,4.00,4.00,,,,,,1.50,5.50,,
03000523,8.40,4.75,1.40,5.25,7.00,4.25,5.50,,,,
03000524,6.20,5.50,5.00,4.00,6.25,4.75,5.00,,,,
03000525,3.80,7.00,3.40,,,,,3.75,5.75,8.75,6.08
03000526,2.20,2.00,,,,,,2.25,3.25,,
03000527,8.20,6.00,5.80,8.50,8.25,5.25,7.33,,,,
03000528,6.80,6.25,4.00,,,,,3.50,7.00,8.75,6.42
03000529,7.80,7.25,6.80,,,,,5.25,6.75,9.25,7.08
03000530,6.60,5.75,3.80,,,,,3.00,7.00,8.00,6.00
03000531,8.20,6.25,7.80,6.75,4.25,5.00,5.33,,,,
03000532,7.20,7.25,8.20,,,,,8.00,9.00,8.75,8.58
03000533,8.00,5.75,4.20,5.50,7.75,5.00,6.08,,,,
03000534,6.60,6.25,3.80,6.75,5.50,4.50,5.58,,,,
03000535,8.20,8.00,4.80,,,,,4.75,6.00,8.50,6.42
03000536,7.40,6.50,4.00,4.25,6.25,6.50,5.67,,,,
03000537,8.00,5.50,3.20,7.75,7.75,6.75,7.42,,,,
03000538,7.60,7.00,7.20,,,,,5.75,7.50,8.75,7.33
03000539,8.40,7.50,7.20,7.25,5.00,4.25,5.50,,,,
03000540,5.00,5.50,3.20,,,,,4.00,6.50,7.75,6.08
03000541,5.20,8.00,5.40,,,,,8.25,8.25,9.50,8.67
03000542,7.00,6.00,7.40,,,,,4.00,6.50,8.25,6.25
03000543,7.60,6.75,7.80,7.75,4.50,5.50,5.92,,,,
03000544,7.40,6.75,6.20,,,,,5.25,6.50,9.25,7.00
03000545,6.60,6.50,6.80,,,,,4.50,6.00,9.00,6.50
03000546,6.60,6.00,4.20,6.00,5.50,4.75,5.42,,,,
03000547,6.20,4.50,,,,,,3.00,7.25,,
03000548,8.20,6.75,7.60,4.75,8.50,4.25,5.83,,,,
03000549,3.60,2.75,,,,,,2.75,5.00,,
03000550,7.60,7.00,6.80,,,,,6.75,8.00,9.50,8.08
03000551,7.00,6.75,3.40,5.25,4.75,4.75,4.92,,,,
03000552,7.80,5.75,3.40,7.75,9.00,3.75,6.83,,,,
03000553,4.00,2.00,,,,,,4.00,5.00,,
03000554,7.80,7.00,7.20,,,,,5.25,7.25,8.50,7.00
03000555,5.60,7.00,9.00,,,,,5.25,7.50,8.25,7.00
03000556,7.40,5.50,5.60,7.50,6.75,4.50,6.25,,,,
03000557,4.40,3.25,,,,,,4.00,5.50,,
03000558,6.80,7.00,3.40,,,,,4.00,6.75,8.50,6.42
03000559,7.20,6.00,8.20,7.25,4.50,4.50,5.42,,,,
03000560,6.60,6.50,5.60,,,,,5.50,6.75,8.50,6.92
03000561,4.80,3.75,,,,,,2.00,5.50,,
03000562,7.80,5.75,7.20,,,,,4.00,5.75,8.50,6.08
03000563,8.20,6.75,6.40,8.25,7.25,4.75,6.75,,,,
03000564,5.40,7.75,3.00,,,,,5.00,5.25,5.75,5.33
03000565,7.40,7.00,4.20,5.25,4.75,4.00,4.67,,,,
03000566,7.20,5.25,5.80,3.00,6.25,6.25,5.17,,,,
03000567,7.60,6.75,3.40,3.00,7.25,5.75,5.33,,,,
03000568,6.20,7.00,7.40,,,,,6.75,7.50,8.75,7.67
03000569,4.60,5.25,,,,,,3.50,5.75,,
03000570,5.20,6.50,5.40,,,,,4.25,5.75,8.25,6.08
03000571,8.20,6.75,7.20,,,,,5.00,6.75,9.00,6.92
03000572,7.40,7.50,5.20,,,,,5.25,5.75,9.00,6.67
03000573,5.20,6.75,6.80,,,,,5.25,6.75,8.50,6.83
03000574,5.80,6.25,7.00,,,,,3.75,5.00,7.25,5.33
03000575,7.60,7.25,9.00,,,,,5.25,7.25,9.00,7.17
03000576,7.20,7.50,6.40,,,,,5.75,6.75,9.25,7.25
03000577,8.20,7.25,6.80,7.50,5.75,5.50,6.25,,,,
03000578,7.20,7.50,6.00,,,,,4.50,7.75,9.50,7.25
03000579,5.80,6.50,4.40,,,,,4.25,5.50,7.75,5.83
03000580,6.80,7.50,7.20,,,,,3.00,6.75,8.75,6.17
03000581,6.20,6.25,4.60,,,,,5.00,6.25,7.50,6.25
03000582,6.00,5.50,3.20,,,,,2.75,4.50,6.00,4.42
03000583,6.60,6.75,6.00,6.75,2.25,4.50,4.50,,,,
03000584,7.00,6.50,7.80,,,,,8.25,7.25,9.25,8.25
03000585,6.20,5.25,4.00,,,,,2.75,6.00,7.25,5.33
03000586,7.40,5.25,2.80,5.00,4.75,4.00,4.58,,,,
03000587,4.60,5.75,3.40,,,,,3.25,5.25,7.25,5.25
03000588,6.00,6.75,3.80,,,,,4.50,6.50,9.00,6.67
03000589,5.20,5.50,3.20,,,,,4.00,6.50,8.00,6.17
03000590,7.80,6.50,4.20,7.50,6.75,5.75,6.67,,,,
03000591,7.60,6.50,4.60,7.25,6.50,4.50,6.08,,,,
03000592,4.80,6.50,5.00,,,,,5.00,6.25,7.25,6.17
03000593,4.20,5.00,,,,,,2.25,6.00,,
03000594,5.00,6.00,,,,,,4.75,,,
03000595,3.80,4.25,,,,,,2.25,5.50,,
03000596,8.20,6.25,4.00,6.75,7.00,4.25,6.00,,,,
03000597,4.40,6.25,,,,,,3.50,5.50,,
03000598,5.20,3.75,,,,,,3.25,5.75,,
03000599,5.60,6.75,3.20,,,,,6.25,8.00,8.75,7.67
03000600,6.00,6.50,4.40,4.50,1.25,3.00,2.92,,,,
03000601,6.80,6.75,4.40,7.25,4.00,5.25,5.50,,,,
03000602,2.20,1.50,,,,,,2.50,3.75,,
03000603,8.60,7.50,8.00,,,,,7.00,7.25,9.00,7.75
03000604,7.60,6.25,6.60,,,,,6.25,7.50,9.50,7.75
03000605,6.40,6.00,3.00,,,,,4.25,7.50,9.50,7.08
03000606,7.40,6.00,3.20,6.50,6.50,3.75,5.58,,,,
03000607,8.20,6.25,9.00,7.50,4.75,4.50,5.58,,,,
03000608,5.00,6.50,2.00,,,,,3.00,4.75,6.75,4.83
03000609,7.20,6.00,6.40,,,,,5.75,4.25,9.50,6.50
03000610,6.20,6.00,2.40,3.50,5.25,5.00,4.58,,,,
03000611,6.40,6.50,5.20,,,,,7.00,6.50,8.75,7.42
03000612,7.20,8.00,8.20,,,,,6.25,7.25,9.00,7.50
03000613,6.60,5.75,7.80,6.75,5.75,5.00,5.83,,,,
03000614,6.00,6.25,5.40,,,,,4.25,6.00,8.75,6.33
03000615,7.00,6.25,4.00,5.25,5.50,3.75,4.83,,,,
03000616,7.40,4.50,7.60,7.50,5.25,5.25,6.00,,,,
03000617,8.00,6.25,8.40,6.75,6.00,3.75,5.50,,,,
03000618,3.80,4.00,,,,,,4.75,6.00,,
03000619,2.40,,,3.00,2.00,,,,,,
03000620,8.20,5.00,6.20,8.25,7.00,4.50,6.58,,,,
03000621,7.80,6.00,4.80,7.25,6.00,6.25,6.50,,,,
03000622,2.80,4.25,,,,,,3.00,5.50,,
03000623,8.40,6.00,9.40,8.00,7.75,5.75,7.17,,,,
03000624,4.80,2.50,,,,,,2.50,5.25,,
03000625,7.80,7.25,6.00,6.50,5.50,3.75,5.25,,,,
03000626,5.60,6.50,5.60,,,,,4.25,5.00,8.25,5.83
03000627,5.40,6.25,5.80,,,,,4.50,6.75,7.75,6.33
03000628,8.00,3.50,6.20,7.50,7.75,5.25,6.83,,,,
03000629,7.60,5.00,4.00,7.00,7.00,4.50,6.17,,,,
03000630,5.00,6.00,4.20,,,,,5.50,6.50,8.00,6.67
03000631,7.80,7.00,9.00,7.25,6.00,5.00,6.08,,,,
03000632,5.00,4.75,,,,,,4.25,6.50,8.50,6.42
03000633,5.20,6.25,2.20,,,,,3.50,6.50,7.00,5.67
03000634,3.80,1.75,2.00,,,,,2.50,4.25,6.00,4.25
03000635,6.80,5.00,5.80,4.25,5.25,3.75,4.42,,,,
03000636,5.20,4.50,2.40,,,,,3.75,5.75,9.50,6.33
03000637,6.00,6.75,3.00,,,,,3.50,6.75,9.00,6.42
03000638,6.80,6.75,5.00,,,,,7.00,7.75,10.00,8.25
03000639,4.80,3.50,2.20,,,,,4.25,6.25,9.25,6.58
03000640,5.60,4.00,1.80,,,,,6.00,7.00,8.00,7.00
03000641,7.40,5.00,7.00,7.25,6.75,5.00,6.33,,,,
03000642,5.20,7.00,3.40,,,,,2.50,5.50,8.25,5.42
03000643,6.00,7.25,2.80,,,,,6.00,6.25,9.00,7.08
03000644,3.00,3.50,3.60,,,,,3.00,3.75,3.25,3.33
03000645,7.00,6.75,3.60,5.00,5.50,4.25,4.92,,,,
03000646,6.40,3.50,2.80,3.00,5.00,5.25,4.42,,,,
03000647,6.40,6.25,4.40,,,,,5.00,6.25,9.50,6.92
03000648,6.40,7.25,3.80,,,,,6.50,5.75,9.25,7.17
03000649,4.80,7.25,,,,,,5.00,7.00,9.25,7.08
03000650,5.80,5.50,3.60,4.00,5.25,5.00,4.75,,,,
03000651,6.00,5.00,1.80,,,,,2.50,5.00,7.50,5.00
03000652,7.00,3.75,8.00,6.50,6.25,5.25,6.00,,,,
03000653,5.40,7.00,3.60,4.50,3.75,4.00,4.08,,,,
03000654,2.80,3.75,1.80,,,,,3.00,4.75,6.25,4.67
03000655,8.20,6.50,7.80,6.75,4.50,5.50,5.58,,,,
03000656,7.20,6.00,5.80,4.75,3.75,4.50,4.33,,,,
03000657,6.60,7.00,4.20,,,,,5.50,6.25,8.50,6.75
03000658,5.60,4.50,2.80,,,,,4.00,7.00,5.75,5.58
03000659,7.80,6.50,7.60,,,,,3.75,7.75,8.50,6.67
03000660,4.40,3.00,5.00,,,,,4.50,6.00,8.75,6.42
03000661,5.60,6.50,1.80,,,,,2.00,6.50,8.25,5.58
03000662,6.60,7.00,5.80,,,,,5.75,8.25,8.50,7.50
03000663,6.20,7.00,3.60,,,,,5.00,6.75,8.75,6.83
03000664,4.20,7.50,3.20,,,,,4.25,5.75,9.00,6.33
03000665,6.80,7.50,6.40,5.75,2.50,3.75,4.00,,,,
03000666,4.80,4.25,2.60,,,,,7.00,7.00,8.50,7.50
03000667,7.20,5.00,6.60,,,,,3.75,6.00,8.75,6.17
03000668,4.80,3.25,2.20,,,,,4.50,4.00,7.25,5.25
03000669,5.80,5.75,3.20,,,,,3.00,6.50,7.50,5.67
03000670,7.60,5.75,5.00,,,,,5.00,8.00,9.25,7.42
03000671,9.00,6.00,6.00,4.75,4.00,5.00,4.58,,,,
03000672,5.40,4.75,4.00,3.25,5.25,5.00,4.50,,,,
03000673,8.40,6.50,3.80,8.00,7.50,5.75,7.08,,,,
03000674,5.80,4.75,4.40,,,,,3.25,5.75,7.25,5.42
03000675,7.20,4.75,3.40,,,,,5.25,6.50,7.50,6.42
03000676,7.40,6.25,7.00,5.50,6.25,5.00,5.58,,,,
03000677,5.80,5.75,5.60,5.00,5.75,4.50,5.08,,,,
03000678,7.00,6.00,5.60,6.25,4.50,4.75,5.17,,,,
03000679,7.40,7.50,5.60,,,,,6.50,6.75,9.25,7.50
03000680,5.40,3.75,3.60,,,,,2.00,5.00,8.50,5.17
03000681,6.40,6.75,4.00,,,,,4.75,6.25,9.25,6.75
03000682,5.00,4.50,3.20,,,,,4.00,5.75,6.50,5.42
03000683,5.00,6.75,3.60,,,,,3.50,4.75,9.00,5.75
03000684,5.40,5.50,2.00,,,,,3.25,5.75,7.00,5.33
03000685,6.00,5.25,3.60,,,,,2.25,6.25,7.25,5.25
03000686,4.40,4.25,3.20,,,,,3.00,4.25,6.25,4.50
03000687,6.80,5.50,3.80,3.50,6.25,4.25,4.67,,,,
03000688,6.20,5.50,3.60,,,,,4.25,6.00,8.00,6.08
03000689,8.60,5.00,4.80,8.25,7.25,4.75,6.75,,,,
03000690,2.40,5.75,1.80,,,,,2.25,4.25,6.75,4.42
03000691,5.60,4.25,2.80,,,,,4.00,7.50,8.50,6.67
03000692,4.60,4.00,1.80,,,,,4.00,4.75,8.25,5.67
03000693,4.80,3.75,2.20,,,,,2.50,4.75,5.75,4.33
03000694,6.20,5.00,3.40,,,,,3.75,6.50,8.25,6.17
03000695,6.80,6.00,4.40,,,,,7.50,8.25,9.00,8.25
03000696,5.00,6.25,3.80,,,,,3.00,5.00,7.75,5.25
03000697,6.00,4.25,2.80,,,,,4.00,5.75,7.50,5.75
03000698,4.40,4.50,2.60,,,,,5.00,5.25,8.50,6.25
03000699,6.20,6.75,4.00,,,,,4.25,6.75,9.00,6.67
03000700,4.20,4.75,2.80,,,,,2.00,4.75,7.00,4.58
03000701,5.80,3.75,4.80,,,,,3.00,5.50,8.50,5.67
03000702,8.80,6.50,5.40,8.00,8.50,4.75,7.08,,,,
03000703,7.20,4.50,3.20,4.50,3.75,4.00,4.08,,,,
03000704,5.40,4.75,3.00,,,,,3.50,5.75,8.75,6.00
03000705,3.80,4.00,3.20,,,,,4.25,6.75,7.25,6.08
03000706,5.20,6.00,4.00,,,,,4.25,6.00,8.25,6.17
03000707,3.60,3.50,2.20,,,,,5.00,5.50,7.50,6.00
03000708,4.00,6.50,3.00,,,,,2.75,4.75,8.00,5.17
03000709,5.40,3.75,3.00,,,,,3.25,5.00,7.75,5.33
03000710,6.80,5.50,,5.00,5.00,4.00,4.67,,,,
03000711,3.80,5.75,4.40,,,,,4.25,5.75,8.25,6.08
03000712,4.80,6.00,3.40,,,,,4.50,7.00,9.75,7.08
03000713,7.20,6.25,3.40,,,,,4.50,7.50,8.75,6.92
03000714,7.20,6.75,4.60,,,,,5.25,8.50,8.25,7.33
03000715,6.20,7.25,3.60,,,,,3.50,6.75,8.75,6.33
03000716,5.00,7.50,4.00,,,,,4.25,5.00,7.25,5.50
03000717,5.40,7.00,4.00,,,,,6.50,8.00,9.50,8.00
03000718,8.60,5.00,5.40,6.75,6.75,4.25,5.92,,,,
03000719,5.40,5.50,2.80,,,,,5.00,7.25,8.50,6.92
03000720,7.20,5.50,2.60,3.25,4.50,4.25,4.00,,,,
03000721,2.60,2.75,3.00,,,,,2.50,4.00,5.75,4.08
03000722,3.60,5.00,2.40,,,,,3.25,4.50,6.00,4.58
03000723,5.60,4.75,3.40,,,,,4.00,6.00,7.50,5.83
03000724,5.00,6.00,3.60,,,,,2.75,6.50,9.00,6.08
03000725,6.00,3.75,2.40,,,,,3.25,5.50,6.50,5.08
03000726,4.40,3.75,3.00,,,,,4.25,6.50,7.25,6.00
03000727,5.00,5.25,2.00,,,,,4.50,5.75,8.75,6.33
03000729,3.60,5.25,2.80,,,,,2.50,4.50,6.75,4.58
03000730,5.80,6.00,4.40,,,,,8.50,9.25,9.75,9.17
03000731,5.60,5.75,3.00,,,,,4.75,7.25,9.25,7.08
03000732,3.80,6.50,3.80,,,,,3.25,5.00,9.25,5.83
03000733,7.00,6.50,3.00,,,,,4.25,7.75,8.00,6.67
03000734,7.00,5.00,4.20,4.75,6.00,4.75,5.17,,,,
03000735,2.60,3.75,3.20,,,,,3.25,4.25,4.00,3.83
03000736,5.20,5.25,3.20,,,,,2.75,6.25,7.50,5.50
03000737,5.40,6.25,3.80,,,,,5.75,6.00,8.00,6.58
03000738,7.60,6.75,2.60,4.50,4.75,5.50,4.92,,,,
03000739,7.20,6.50,3.80,4.00,4.75,2.00,3.58,,,,
03000740,4.60,6.50,4.20,,,,,3.75,5.75,7.75,5.75
03000741,6.60,5.75,5.20,,,,,4.50,6.00,8.00,6.17
03000742,5.20,6.25,3.00,,,,,2.50,5.25,7.75,5.17
03000743,4.00,4.00,2.60,,,,,3.75,4.75,6.50,5.00
03000744,6.40,7.00,5.20,,,,,3.25,6.75,8.50,6.17
03000745,7.80,7.25,7.40,3.50,5.50,4.50,4.50,,,,
03000746,5.20,6.75,2.80,,,,,4.25,6.25,8.00,6.17
03000747,4.80,4.50,2.40,,,,,3.50,5.50,7.50,5.50
03000748,5.80,6.00,3.60,,,,,5.75,7.25,9.50,7.50
03000749,5.40,7.25,3.60,,,,,5.00,6.00,8.50,6.50
03000750,4.20,4.50,3.20,,,,,3.25,5.25,7.25,5.25
03000751,4.40,5.25,4.40,,,,,5.25,4.75,8.25,6.08
03000752,8.20,6.00,3.60,5.75,6.25,5.50,5.83,,,,
03000753,5.80,5.00,5.00,,,,,3.75,5.75,9.25,6.25
03000754,7.40,7.75,5.40,,,,,3.50,6.25,7.00,5.58
03000755,6.00,5.00,3.80,,,,,4.25,5.25,9.00,6.17
03000756,7.40,4.50,2.20,5.75,4.25,3.50,4.50,,,,
03000757,6.40,6.25,5.60,,,,,6.00,7.25,8.50,7.25
03000758,6.00,5.00,2.60,,,,,2.50,6.00,7.75,5.42
03000759,6.40,6.00,6.80,,,,,4.00,7.75,9.00,6.92
03000760,5.80,6.00,3.00,,,,,2.25,5.50,8.50,5.42
03000761,5.40,6.00,3.80,3.00,3.50,3.25,3.25,,,,
03000762,6.00,7.50,3.20,,,,,6.00,7.25,7.75,7.00
03000763,6.20,3.50,1.80,,,,,4.75,5.50,8.00,6.08
03000764,3.00,6.00,2.20,,,,,3.00,4.50,6.50,4.67
03000765,3.20,5.25,2.00,,,,,2.25,4.00,5.00,3.75
03000766,6.20,2.75,2.20,5.00,3.50,1.50,3.33,,,,
03000767,5.00,4.00,2.20,,,,,2.25,4.75,6.25,4.42
03000768,5.80,5.00,3.40,,,,,3.50,6.75,7.25,5.83
03000769,4.40,0.00,2.80,,,,,3.25,5.75,7.25,5.42
03000770,5.80,6.00,4.20,,,,,3.50,7.25,9.75,6.83
03000771,6.80,6.75,2.60,,,,,3.75,5.50,8.00,5.75
03000772,5.20,7.50,3.60,,,,,5.00,6.50,8.50,6.67
03000773,6.80,7.50,3.80,,,,,5.00,5.75,8.00,6.25
03000774,5.40,7.00,3.20,,,,,3.25,6.00,7.75,5.67
03000775,6.60,6.00,4.20,,,,,5.00,5.75,7.75,6.17
03000776,5.80,4.50,4.20,,,,,3.25,4.25,8.00,5.17
03000777,5.00,5.00,4.00,,,,,3.00,5.50,8.00,5.50
03000778,5.40,4.50,3.00,,,,,4.75,7.25,8.75,6.92
03000779,6.60,4.50,3.00,5.75,3.00,5.00,4.58,,,,
03000780,6.00,5.75,3.40,,,,,5.50,7.75,9.00,7.42
03000781,5.00,7.00,3.40,,,,,3.00,5.25,8.25,5.50
03000782,7.60,7.25,4.40,,,,,6.00,5.50,9.50,7.00
03000783,2.40,2.50,2.60,,,,,3.50,5.75,5.75,5.00
03000784,7.80,2.75,7.60,5.50,4.75,4.75,5.00,,,,
03000785,3.40,3.50,3.80,,,,,2.75,5.25,6.75,4.92
03000786,5.40,6.25,2.80,,,,,2.25,6.75,8.00,5.67
03000787,7.20,5.00,2.60,4.50,2.75,4.75,4.00,,,,
03000788,6.80,7.00,6.00,,,,,3.25,4.75,7.75,5.25
03000789,7.00,6.50,5.20,,,,,6.00,7.50,8.75,7.42
03000790,5.40,6.00,2.00,,,,,3.75,6.50,8.75,6.33
03000791,5.80,4.50,3.40,,,,,5.75,4.50,8.50,6.25
03000792,6.00,3.50,3.60,,,,,2.25,6.00,8.75,5.67
03000793,4.20,3.75,4.00,,,,,3.75,4.25,6.00,4.67
03000794,5.60,6.25,4.60,,,,,4.25,7.00,9.25,6.83
03000795,7.00,4.75,3.60,,,,,4.00,6.50,8.00,6.17
03000796,3.20,5.50,2.80,,,,,4.75,5.75,6.75,5.75
03000797,3.60,3.50,3.40,,,,,3.50,4.50,6.25,4.75
03000798,6.80,4.00,3.40,,,,,4.25,5.50,8.25,6.00
03000799,6.20,6.25,4.20,2.75,4.50,5.50,4.25,,,,
03000800,5.00,4.75,3.80,,,,,4.25,5.50,9.00,6.25
03000801,7.20,6.50,6.00,5.75,6.50,5.00,5.75,,,,
03000802,6.00,6.50,3.80,,,,,5.25,4.25,8.75,6.08
